RBG_CYC_83758_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C3C3_0000_11_3 (300407 Points)
Capacity (mAh)	Voltage (V)
123.31	3.8485
128.91	3.878
134.52	3.9068
140.12	3.936
145.73	3.9657
151.33	3.9961
156.94	4.0274
162.54	4.059
168.15	4.091
172.27	4.0978
174.38	4.0978
175.72	4.0978
176.31	4.0978
0	4.0823
3.49	4.0321
5.6	4.0166
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8786
33.63	3.8473
39.23	3.8163
44.84	3.7862
50.44	3.7558
56.05	3.7267
61.65	3.6985
67.26	3.6721
72.86	3.6483
78.47	3.6269
84.07	3.6086
89.68	3.5918
95.28	3.5763
100.89	3.5615
106.49	3.5463
112.1	3.5298
117.7	3.5125
123.31	3.4926
128.91	3.4709
134.52	3.4551
140.12	3.4399
145.73	3.4238
151.33	3.4058
156.94	3.3844
162.54	3.346
166.05	3.2958
168.15	3.2567
170.35	3.2065
172.18	3.1563
173.71	3.1057
173.75	3.1048
175	3.0546
176.05	3.0044
176.16	2.9994
0	3.0372
0.47	3.0874
1.25	3.1386
2.28	3.1894
3.62	3.2397
5.31	3.2899
5.6	3.2973
7.75	3.3479
10.41	3.3981
11.21	3.4108
14.97	3.461
16.81	3.4728
22.42	3.4908
28.02	3.5075
33.63	3.5236
39.23	3.5388
44.84	3.5549
50.44	3.5739
56.05	3.5943
61.65	3.6148
67.26	3.6349
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7189
100.89	3.7406
106.49	3.7651
112.1	3.7921
117.7	3.82
123.31	3.8485
128.91	3.878
134.52	3.9068
140.12	3.9363
145.73	3.966
151.33	3.9961
156.94	4.0274
162.54	4.059
168.15	4.091
172.26	4.0978
174.37	4.0978
175.7	4.0978
176.28	4.0978
0	4.0823
3.49	4.0321
5.6	4.0166
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8789
33.63	3.8479
39.23	3.8172
44.84	3.7868
50.44	3.7565
56.05	3.7273
61.65	3.6991
67.26	3.6728
72.86	3.6489
78.47	3.6275
84.07	3.6089
89.68	3.5921
95.28	3.5766
100.89	3.5618
106.49	3.5466
114.43	3.523
117.7	3.5128
123.31	3.4929
128.91	3.4712
134.52	3.4554
140.12	3.4402
145.73	3.4241
151.33	3.4061
156.94	3.3847
162.54	3.3469
166.11	3.2967
168.15	3.2589
170.37	3.2083
172.24	3.1575
173.75	3.1088
175.02	3.0583
176.13	3.0056
176.27	2.9988
0	3.0369
0.49	3.0874
1.23	3.138
2.28	3.1885
3.59	3.2387
5.27	3.289
5.6	3.297
7.72	3.3472
10.37	3.3975
11.21	3.4108
14.96	3.461
16.81	3.4728
22.42	3.4911
28.02	3.5075
33.63	3.5236
39.23	3.5385
44.84	3.5553
50.44	3.5739
59.47	3.6067
61.65	3.6148
67.26	3.6349
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7193
100.89	3.741
106.49	3.7658
112.1	3.7924
117.7	3.8203
123.31	3.8492
128.91	3.8783
134.52	3.9074
140.12	3.9366
145.73	3.9667
151.33	3.9967
156.94	4.028
162.54	4.0597
168.14	4.0916
172.2	4.0978
174.3	4.0978
175.61	4.0978
176.19	4.0978
0	4.0823
3.49	4.0321
5.6	4.0169
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8792
33.63	3.8479
39.23	3.8172
44.84	3.7868
50.44	3.7568
56.05	3.7273
61.65	3.6991
67.26	3.6728
72.86	3.6489
78.47	3.6275
84.07	3.6089
89.68	3.5921
95.28	3.5766
100.89	3.5618
106.49	3.5466
112.1	3.5308
117.7	3.5128
123.31	3.4929
128.91	3.4716
134.52	3.4554
140.12	3.4406
145.73	3.4241
151.33	3.4061
156.94	3.3847
162.54	3.3469
166.11	3.2964
168.15	3.2592
170.37	3.209
172.2	3.1587
173.73	3.1085
173.75	3.1085
175.04	3.058
176.12	3.0068
176.27	2.9988
0	3.0372
0.49	3.0874
1.23	3.1374
2.24	3.1876
3.59	3.2378
5.25	3.288
5.6	3.2967
7.72	3.3469
10.39	3.3975
11.21	3.4105
14.95	3.4607
16.81	3.4728
22.42	3.4908
28.02	3.5075
33.63	3.5233
39.23	3.5385
44.84	3.5549
50.44	3.5735
56.05	3.5943
61.65	3.6148
67.26	3.6349
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6994
95.28	3.7189
100.89	3.7406
106.49	3.7655
112.09	3.7921
117.7	3.8197
123.3	3.8485
128.91	3.8774
134.51	3.9068
140.12	3.9363
145.72	3.9657
151.33	3.9961
156.93	4.0274
162.54	4.059
168.14	4.091
172.25	4.0978
174.36	4.0978
175.68	4.0978
176.27	4.0975
0	4.082
3.51	4.0318
5.6	4.0166
11.21	3.9797
16.81	3.9446
22.42	3.9112
28.02	3.8789
33.63	3.8476
39.23	3.8172
44.84	3.7868
50.44	3.7568
56.05	3.7273
61.65	3.6991
67.26	3.6728
72.86	3.6486
78.47	3.6275
84.07	3.6089
89.68	3.5921
95.28	3.5766
100.89	3.5618
106.49	3.5466
112.1	3.5301
117.7	3.5128
123.3	3.4929
128.91	3.4712
134.51	3.4551
140.12	3.4402
145.72	3.4238
151.33	3.4061
156.93	3.3847
162.54	3.3466
166.11	3.2964
168.14	3.2586
170.38	3.2077
172.22	3.1575
173.75	3.1085
175.02	3.058
176.1	3.0068
176.25	2.9991
0	3.0375
0.49	3.0887
1.27	3.1395
2.3	3.1904
3.66	3.2409
5.34	3.2911
5.6	3.2976
7.75	3.3479
10.41	3.3981
11.21	3.4108
14.96	3.461
16.81	3.4728
22.42	3.4908
28.02	3.5075
33.63	3.5236
39.23	3.5385
44.84	3.5549
50.44	3.5739
56.05	3.5943
61.65	3.6148
67.26	3.6349
72.86	3.652
78.47	3.6681
84.07	3.683
89.68	3.6997
95.28	3.7189
100.88	3.7406
106.49	3.7655
112.09	3.7921
117.7	3.82
123.3	3.8488
128.91	3.8783
134.51	3.9071
140.12	3.9366
145.72	3.966
151.33	3.9964
156.93	4.0274
165.43	4.0761
168.14	4.0913
172.23	4.0978
174.33	4.0978
175.65	4.0978
176.22	4.0978
0	4.0476
1.77	4.0476
5.6	4.0163
11.21	3.9791
16.81	3.9446
22.42	3.9109
28.02	3.8786
33.63	3.8476
39.23	3.8166
44.84	3.7865
50.44	3.7562
56.05	3.7267
61.65	3.6988
67.26	3.6724
72.86	3.6486
78.47	3.6272
84.07	3.6089
89.68	3.5921
95.28	3.5766
100.89	3.5618
106.49	3.5463
112.1	3.5301
117.7	3.5125
123.31	3.4926
130.2	3.4669
134.52	3.4551
140.12	3.4402
145.73	3.4238
151.33	3.4058
156.94	3.3844
162.54	3.346
166.06	3.2958
168.15	3.2567
170.35	3.2065
172.18	3.1563
173.72	3.106
173.75	3.106
174.99	3.0558
176.05	3.005
176.16	2.9991
0	3.0372
0.49	3.0874
1.25	3.1377
2.26	3.1879
3.59	3.2381
5.27	3.2886
5.6	3.2973
7.75	3.3479
10.43	3.3981
11.21	3.4105
14.95	3.4607
16.81	3.4728
22.42	3.4911
28.02	3.5075
33.63	3.5236
39.23	3.5388
44.84	3.5553
50.44	3.5739
56.05	3.5946
61.65	3.6148
67.26	3.6352
72.86	3.652
78.47	3.6684
84.07	3.683
89.68	3.7
95.28	3.7189
100.89	3.741
106.49	3.7658
112.1	3.7924
117.7	3.8203
123.31	3.8492
128.91	3.878
134.52	3.9071
140.12	3.9366
145.73	3.966
151.33	3.9967
156.94	4.0277
162.54	4.0597
168.15	4.0913
172.23	4.0978
174.33	4.0978
175.66	4.0978
176.25	4.0978
0	4.0476
1.85	4.0476
5.6	4.0163
11.21	3.9794
16.81	3.9446
22.42	3.9112
28.02	3.8786
33.63	3.8473
39.23	3.8172
44.84	3.7865
50.44	3.7565
56.05	3.727
61.65	3.6991
67.26	3.6724
72.86	3.6486
78.47	3.6275
84.07	3.6089
89.68	3.5921
95.28	3.5766
100.89	3.5618
106.49	3.5466
112.1	3.5301
117.7	3.5125
123.31	3.4926
128.91	3.4712
134.52	3.4554
140.12	3.4406
145.73	3.4241
151.33	3.4061
156.94	3.3844
162.54	3.346
166.06	3.2958
168.15	3.257
170.35	3.2068
172.19	3.1566
173.75	3.1048
175.03	3.054
176.09	3.0031
176.16	2.9991
0	3.0372
0.49	3.0874
1.23	3.1374
2.24	3.1879
3.59	3.2384
5.27	3.289
5.6	3.2976
7.75	3.3479
10.41	3.3981
11.21	3.4108
14.97	3.461
16.81	3.4731
22.48	3.4911
28.08	3.5081
33.63	3.5239
39.23	3.5388
44.84	3.5553
50.44	3.5742
56.09	3.5946
61.69	3.6151
67.3	3.6356
72.9	3.6523
78.51	3.6684
84.07	3.6833
89.72	3.7
95.28	3.7196
100.89	3.7416
106.49	3.7658
112.1	3.7924
122	3.8426
122.13	3.8433
123.31	3.8498
128.93	3.8789
134.54	3.9081
140.14	3.9372
145.75	3.967
151.35	3.9973
156.96	4.0287
162.56	4.0603
168.17	4.0922
172.16	4.0978
174.23	4.0978
175.53	4.0978
176.08	4.0978
0	4.0823
3.48	4.0321
5.6	4.0166
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8789
33.63	3.8476
39.23	3.8172
44.84	3.7865
50.44	3.7565
56.05	3.7273
61.65	3.6991
67.26	3.6728
72.86	3.6486
78.47	3.6275
84.07	3.6089
89.68	3.5921
95.28	3.5766
100.89	3.5618
106.49	3.5466
112.1	3.5301
117.7	3.5128
123.31	3.4929
128.91	3.4712
134.52	3.4551
140.12	3.4402
145.73	3.4238
151.33	3.4061
156.94	3.3844
162.54	3.3463
166.06	3.2961
168.15	3.2567
170.39	3.2065
172.22	3.1563
173.74	3.106
173.75	3.106
175.01	3.0558
176.07	3.005
176.18	2.9994
0	3.0375
0.47	3.0877
1.23	3.1383
2.26	3.1888
3.61	3.239
5.25	3.289
5.6	3.2973
7.77	3.3485
10.44	3.3987
11.21	3.4108
14.97	3.461
16.81	3.4728
22.42	3.4911
28.02	3.5078
33.63	3.5236
39.23	3.5388
44.84	3.5553
50.44	3.5742
56.05	3.5946
61.65	3.6151
67.26	3.6352
72.86	3.6523
78.47	3.6684
84.07	3.683
89.68	3.7
95.28	3.7193
100.89	3.7416
106.49	3.7658
112.1	3.7924
117.7	3.8203
123.31	3.8492
128.91	3.8783
134.52	3.9074
140.12	3.9366
145.73	3.9663
151.33	3.9967
156.94	4.028
162.54	4.0597
168.15	4.0916
172.21	4.0978
174.3	4.0978
175.62	4.0978
176.19	4.0978
0	4.0811
3.61	4.0311
5.6	4.0166
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8789
33.63	3.8479
39.23	3.8169
44.84	3.7868
50.44	3.7565
56.05	3.7273
61.65	3.6991
67.26	3.6728
72.86	3.6486
78.47	3.6275
84.07	3.6089
94.07	3.5797
95.28	3.5763
100.89	3.5618
106.49	3.5463
112.1	3.5301
117.7	3.5125
123.31	3.4926
128.91	3.4712
134.52	3.4551
140.12	3.4402
145.73	3.4238
151.33	3.4058
156.94	3.3841
162.54	3.346
166.05	3.2958
168.15	3.2573
170.35	3.2068
172.2	3.1566
173.73	3.106
173.75	3.1054
175.02	3.0546
176.09	3.004
176.18	2.9997
0	3.0378
0.49	3.0881
1.23	3.1386
2.26	3.1888
3.59	3.239
5.27	3.2893
5.6	3.2976
7.72	3.3479
10.41	3.3981
11.21	3.4114
15.06	3.4619
16.81	3.4731
22.42	3.4911
28.02	3.5078
33.63	3.5236
39.23	3.5388
44.84	3.5553
50.44	3.5739
56.05	3.5946
61.65	3.6151
67.26	3.6352
72.86	3.6523
78.47	3.6681
84.07	3.6833
89.68	3.7
95.28	3.7193
100.89	3.7416
106.49	3.7658
112.09	3.7924
117.7	3.8206
123.3	3.8492
128.91	3.8783
134.51	3.9074
140.12	3.9369
145.72	3.9667
151.33	3.9967
156.93	4.028
162.54	4.06
168.14	4.0919
172.19	4.0978
174.28	4.0978
175.59	4.0978
176.15	4.0978
0	4.0476
1.83	4.0476
5.6	4.0166
11.21	3.9794
16.83	3.9446
22.44	3.9109
28.02	3.8786
33.63	3.8476
39.23	3.8166
44.84	3.7865
50.44	3.7565
56.05	3.727
61.65	3.6988
67.26	3.6724
72.86	3.6486
78.47	3.6272
84.07	3.6089
89.68	3.5918
95.28	3.5763
100.89	3.5615
106.49	3.5463
112.1	3.5298
117.7	3.5125
123.31	3.4926
128.91	3.4712
134.52	3.4551
140.12	3.4399
145.73	3.4235
151.33	3.4058
156.94	3.3841
162.54	3.3457
166.03	3.2955
168.15	3.2561
170.37	3.2059
172.18	3.1556
173.71	3.1048
173.75	3.1042
175	3.0536
176.07	3.0031
176.14	2.9988
0	3.0372
0.49	3.0874
1.25	3.1386
2.28	3.1891
3.62	3.24
5.32	3.2908
5.6	3.2973
7.73	3.3475
10.39	3.3978
11.21	3.4108
14.95	3.461
16.81	3.4728
22.42	3.4911
28.02	3.5075
33.63	3.5236
39.23	3.5388
44.84	3.5553
50.44	3.5739
56.05	3.5946
61.65	3.6151
67.26	3.6352
72.86	3.6523
78.47	3.6684
84.07	3.6833
89.68	3.7
95.28	3.7193
100.89	3.7416
106.49	3.7658
112.1	3.7927
117.7	3.8203
123.31	3.8492
128.91	3.8783
134.52	3.9074
140.12	3.9369
145.73	3.9663
151.33	3.9967
156.94	4.028
162.54	4.0597
168.15	4.0916
172.19	4.0978
174.28	4.0978
175.6	4.0978
176.15	4.0978
0	4.082
3.49	4.0318
5.6	4.0166
11.21	3.9794
16.81	3.9446
22.42	3.9109
28.02	3.8786
33.63	3.8473
39.23	3.8169
44.84	3.7865
50.44	3.7565
56.05	3.727
61.65	3.6988
67.26	3.6724
72.86	3.6483
78.47	3.6272
84.07	3.6089
89.68	3.5918
95.28	3.5763
100.89	3.5615
106.49	3.5463
112.1	3.5298
117.7	3.5122
123.31	3.4926
128.91	3.4712
134.52	3.4551
140.12	3.4399
145.73	3.4235
151.33	3.4055
156.94	3.3841
162.54	3.3454
166.03	3.2952
168.15	3.2564
170.35	3.2056
172.18	3.1556
173.69	3.1048
173.75	3.1039
174.98	3.0533
176.05	3.0031
176.12	2.9991
0	3.0372
0.49	3.0887
1.27	3.1395
2.28	3.1897
3.62	3.24
5.31	3.2902
5.6	3.2976
7.75	3.3482
10.43	3.3984
11.21	3.4108
14.95	3.461
16.81	3.4728
22.42	3.4911
28.02	3.5078
33.63	3.5239
39.23	3.5388
44.84	3.5553
50.44	3.5742
56.05	3.5946
61.65	3.6151
67.26	3.6352
72.86	3.6523
78.47	3.6684
84.07	3.6833
89.68	3.7
95.28	3.7196
100.89	3.7416
106.49	3.7664
112.1	3.793
117.7	3.8209
123.31	3.8498
128.91	3.8792
134.52	3.9081
140.12	3.9372
145.73	3.967
151.33	3.9973
156.94	4.0287
162.54	4.0603
168.15	4.0922
172.14	4.0978
174.21	4.0978
175.52	4.0978
176.05	4.0978
0	4.0823
3.46	4.0321
5.6	4.0166
11.21	3.9797
16.81	3.9446
22.42	3.9112
28.02	3.8789
33.63	3.8476
39.23	3.8169
44.84	3.7865
50.44	3.7565
56.05	3.727
61.65	3.6988
67.26	3.6724
72.86	3.6486
78.47	3.6272
84.07	3.6089
89.68	3.5921
95.28	3.5763
100.89	3.5615
106.49	3.5463
112.1	3.5301
117.7	3.5125
123.31	3.4926
128.91	3.4709
134.52	3.4551
140.12	3.4399
145.73	3.4235
151.33	3.4055
156.94	3.3841
162.54	3.3451
166.04	3.2948
168.15	3.2561
170.37	3.2049
172.18	3.1547
173.7	3.1042
173.75	3.1029
175	3.0527
176.05	3.0022
176.09	2.9997
0	3.0381
0.49	3.0884
1.25	3.1389
2.28	3.1894
3.62	3.24
5.31	3.2902
5.6	3.2973
7.73	3.3479
10.39	3.3981
11.21	3.4111
14.98	3.4613
16.81	3.4731
22.42	3.4911
28.02	3.5078
33.63	3.5239
39.23	3.5388
44.84	3.5553
50.44	3.5742
56.05	3.5946
61.54	3.594
67.07	3.634
67.26	3.6346
72.86	3.6538
78.47	3.6709
84.07	3.6867
89.68	3.7031
95.43	3.7189
101.08	3.7422
106.49	3.7664
112.1	3.793
117.72	3.8209
123.33	3.8495
133.02	3.8997
133.53	3.9025
134.52	3.9078
140.12	3.9366
145.73	3.966
151.33	3.9961
156.94	4.0271
162.54	4.0587
168.15	4.0907
172.34	4.0981
174.53	4.0981
175.91	4.0978
176.61	4.0978
0	4.0814
3.68	4.0314
5.61	4.0175
11.7	3.9772
17.32	3.9422
22.92	3.9087
28.04	3.8792
33.65	3.8482
39.25	3.8175
44.86	3.7872
50.46	3.7571
58.95	3.7131
61.66	3.6997
67.26	3.6734
72.87	3.6495
78.47	3.6281
87.83	3.5977
89.68	3.5925
95.29	3.5766
100.89	3.5615
106.5	3.546
112.1	3.5292
121.48	3.4967
127.08	3.4743
128.93	3.4688
134.54	3.4548
140.14	3.4396
145.73	3.4232
151.34	3.4061
156.94	3.3835
162.55	3.3345
165.67	3.2843
168.15	3.2347
170.17	3.1835
171.85	3.133
173.27	3.0819
173.76	3.0636
174.82	3.0127
175.08	2.9982
0	3.0639
0.24	3.0639
0.88	3.115
1.77	3.1653
2.95	3.2158
4.45	3.2663
5.61	3.2986
7.73	3.3488
10.37	3.399
11.25	3.4133
15.02	3.4635
16.85	3.4762
22.48	3.4939
33.63	3.5261
39.24	3.541
44.84	3.5571
50.45	3.5757
56.05	3.5968
61.66	3.6173
67.26	3.638
72.87	3.6551
78.47	3.6718
84.08	3.6873
89.68	3.7041
95.29	3.7239
100.89	3.7465
106.5	3.7717
112.1	3.7986
117.71	3.8268
123.31	3.8554
128.92	3.8845
134.52	3.9133
140.13	3.9428
145.73	3.9725
151.34	4.0032
156.94	4.0342
162.55	4.0662
168.15	4.0984
171.61	4.0981
173.52	4.0978
174.74	4.0978
175.13	4.0981
0	4.0823
3.57	4.0321
5.6	4.0175
11.21	3.9803
16.82	3.9453
22.42	3.9115
28.03	3.8792
33.63	3.8482
39.24	3.8175
44.84	3.7872
50.45	3.7571
56.05	3.7276
61.66	3.6997
67.26	3.6731
72.87	3.6492
78.47	3.6278
84.07	3.6095
89.68	3.5925
95.28	3.5766
100.89	3.5615
106.49	3.546
112.1	3.5295
117.7	3.5115
123.31	3.4902
128.91	3.4691
134.52	3.4548
140.12	3.4399
145.73	3.4235
151.33	3.4058
156.96	3.3841
162.56	3.3373
165.76	3.2871
168.17	3.2393
170.22	3.1888
171.94	3.1386
173.36	3.0881
173.77	3.0729
174.89	3.0211
175.34	2.9985
0	3.0366
0.49	3.0877
1.27	3.1389
2.3	3.1901
3.62	3.2406
5.31	3.2908
5.61	3.2986
7.73	3.3488
10.39	3.399
11.21	3.412
14.93	3.4623
16.81	3.4756
22.42	3.4929
28.02	3.5094
33.63	3.5252
39.23	3.5404
44.84	3.5565
50.44	3.5751
56.05	3.5959
61.65	3.6163
67.26	3.6371
72.86	3.6542
78.47	3.6706
84.07	3.6858
89.68	3.7028
95.28	3.7224
100.89	3.745
106.49	3.7698
112.1	3.7968
117.7	3.825
123.31	3.8535
128.91	3.8826
134.52	3.9118
140.12	3.9409
145.73	3.971
151.33	4.0014
156.94	4.0327
162.54	4.0643
168.15	4.0969
171.77	4.0978
173.73	4.0978
174.97	4.0978
175.4	4.0978
0	4.0823
3.59	4.0321
5.61	4.0172
11.21	3.9803
16.82	3.9453
22.42	3.9121
28.03	3.8792
33.63	3.8482
39.24	3.8175
44.84	3.7872
50.45	3.7568
56.05	3.7273
61.66	3.6994
67.26	3.6731
72.86	3.6489
78.47	3.6275
84.08	3.6092
89.68	3.5925
95.28	3.5766
100.89	3.5615
106.49	3.546
112.1	3.5292
117.7	3.5115
123.31	3.4905
128.91	3.4694
134.52	3.4548
140.12	3.4396
145.73	3.4235
151.33	3.4055
156.94	3.3838
162.54	3.3389
165.78	3.2886
168.15	3.2418
170.22	3.1916
171.96	3.1411
173.4	3.0905
173.75	3.0766
174.91	3.0257
175.42	2.9997
0	3.0378
0.5	3.0896
1.29	3.1405
2.32	3.191
3.66	3.2412
5.34	3.2917
5.6	3.2979
7.72	3.3482
10.37	3.3984
11.21	3.412
14.97	3.4623
16.82	3.475
22.42	3.4926
28.02	3.5091
33.63	3.5246
39.23	3.5398
44.84	3.5559
50.45	3.5745
56.05	3.5956
61.66	3.616
67.26	3.6365
72.86	3.6535
78.47	3.6703
84.08	3.6852
89.68	3.7022
95.29	3.7217
100.89	3.7444
106.5	3.7692
112.1	3.7961
117.71	3.824
123.31	3.8529
128.92	3.882
134.52	3.9109
140.13	3.9403
145.73	3.9701
151.34	4.0004
156.94	4.0318
162.55	4.0634
168.15	4.0953
171.88	4.0978
173.86	4.0978
175.12	4.0978
175.54	4.0978
0	4.0823
3.57	4.0321
5.61	4.0172
11.21	3.9803
16.81	3.9453
22.42	3.9115
28.02	3.8792
33.63	3.8482
39.23	3.8175
44.84	3.7872
50.44	3.7568
56.05	3.7273
61.65	3.6994
67.26	3.6731
72.86	3.6489
78.47	3.6278
84.07	3.6092
89.68	3.5925
95.28	3.5766
100.89	3.5618
106.49	3.546
112.1	3.5295
117.7	3.5119
123.31	3.4911
128.91	3.4697
134.52	3.4548
140.12	3.4396
145.73	3.4232
151.33	3.4055
156.94	3.3838
162.54	3.3401
165.81	3.2899
168.15	3.2446
170.26	3.1938
172	3.1436
173.46	3.0933
173.75	3.0822
174.91	3.0319
175.55	2.9997
0	3.0375
0.5	3.0887
1.27	3.1395
2.3	3.1897
3.62	3.2397
5.29	3.2899
5.61	3.2976
7.73	3.3482
10.39	3.3984
11.21	3.4117
14.95	3.4619
16.82	3.4743
22.42	3.4923
28.02	3.5088
33.63	3.5246
39.23	3.5398
44.84	3.5559
50.45	3.5745
56.05	3.5953
61.66	3.616
67.26	3.6365
72.86	3.6535
78.47	3.67
84.08	3.6852
89.68	3.7019
95.29	3.7214
100.89	3.7441
106.5	3.7689
112.1	3.7955
117.71	3.8237
123.31	3.8526
128.92	3.8814
134.52	3.9105
140.13	3.94
145.73	3.9698
151.34	4.0001
156.94	4.0314
162.54	4.0631
168.15	4.0953
171.89	4.0981
173.88	4.0981
175.14	4.0978
175.61	4.0981
0	4.0823
3.55	4.0321
5.61	4.0172
11.21	3.98
16.81	3.945
24.79	3.8972
30.4	3.8656
33.63	3.8476
39.23	3.8172
44.84	3.7865
50.44	3.7565
56.05	3.727
61.65	3.6988
67.26	3.6728
72.86	3.6486
78.47	3.6272
84.07	3.6089
89.68	3.5918
95.28	3.5763
100.89	3.5611
106.49	3.5456
112.1	3.5292
117.7	3.5112
123.31	3.4908
128.91	3.4694
134.52	3.4545
140.12	3.4396
145.73	3.4232
151.33	3.4052
156.94	3.3835
162.54	3.3395
165.83	3.2893
168.15	3.2443
170.24	3.1938
172	3.1436
173.44	3.0936
173.75	3.0822
174.91	3.0316
175.55	2.9994
0	3.0375
0.49	3.0884
1.25	3.1386
2.28	3.1888
3.59	3.239
5.27	3.2893
5.61	3.2983
7.75	3.3485
10.41	3.399
11.21	3.4114
14.95	3.4616
16.82	3.4743
22.42	3.492
28.02	3.5084
33.63	3.5243
39.23	3.5394
44.84	3.5559
50.44	3.5745
56.05	3.5953
61.65	3.6154
67.26	3.6362
72.86	3.6532
78.47	3.6697
84.07	3.6848
89.68	3.7016
95.28	3.7211
100.89	3.7434
106.49	3.7679
112.1	3.7949
117.7	3.8228
123.31	3.8519
128.91	3.8808
134.52	3.9099
140.12	3.9394
145.73	3.9691
151.33	3.9998
156.94	4.0308
162.54	4.0625
168.15	4.0947
171.93	4.0978
173.93	4.0978
175.2	4.0978
175.67	4.0978
0	4.0823
3.53	4.0321
5.6	4.0172
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8792
33.63	3.8476
39.23	3.8172
44.84	3.7868
50.44	3.7565
56.05	3.7273
61.65	3.6991
67.26	3.6728
72.86	3.6486
78.47	3.6272
84.07	3.6089
89.68	3.5918
95.28	3.576
100.89	3.5611
106.49	3.5456
112.1	3.5292
117.7	3.5115
123.31	3.4911
128.91	3.4694
134.52	3.4545
140.12	3.4393
145.73	3.4229
151.33	3.4052
156.94	3.3835
162.54	3.3407
165.87	3.2905
168.15	3.2465
170.26	3.1963
172.01	3.1463
173.49	3.0958
173.75	3.0865
174.91	3.0363
175.68	2.9988
0	3.0366
0.49	3.0877
1.25	3.138
2.28	3.1888
3.61	3.239
5.29	3.289
5.6	3.2976
7.75	3.3479
10.39	3.3981
11.21	3.4108
14.93	3.461
16.81	3.4737
22.42	3.4917
28.02	3.5081
33.63	3.5239
39.23	3.5388
44.84	3.5553
50.44	3.5739
56.05	3.5946
61.65	3.6151
67.26	3.6356
72.86	3.6526
78.47	3.669
84.07	3.6842
89.68	3.7013
95.28	3.7208
100.89	3.7431
106.49	3.7676
112.1	3.7943
117.7	3.8225
123.3	3.8516
128.91	3.8808
134.51	3.9096
140.12	3.9391
145.72	3.9688
151.33	3.9995
156.93	4.0305
162.54	4.0625
168.14	4.0944
171.93	4.0978
173.93	4.0978
175.2	4.0978
175.68	4.0978
0	4.082
3.55	4.0318
5.6	4.0169
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8789
33.63	3.8476
39.23	3.8169
44.84	3.7865
50.44	3.7565
56.05	3.727
61.65	3.6988
67.25	3.6724
72.86	3.6483
78.46	3.6272
84.07	3.6089
89.67	3.5921
95.28	3.5763
100.88	3.5611
106.49	3.5456
112.09	3.5292
117.7	3.5115
123.3	3.4911
128.9	3.4697
134.51	3.4545
140.11	3.4396
145.72	3.4232
151.32	3.4052
156.93	3.3835
162.53	3.3413
165.89	3.2911
168.14	3.2471
170.27	3.1969
172.04	3.1467
173.52	3.0967
173.74	3.089
174.92	3.0388
175.7	2.9997
0	3.0372
0.49	3.0874
1.25	3.1377
2.28	3.1882
3.61	3.2384
5.27	3.2886
5.6	3.2973
7.73	3.3475
10.37	3.3978
11.21	3.4108
14.95	3.461
16.81	3.4737
22.42	3.4914
28.02	3.5081
33.63	3.5239
39.23	3.5388
44.84	3.5553
50.44	3.5739
56.05	3.5946
61.65	3.6151
67.26	3.6356
72.86	3.6526
78.46	3.669
84.07	3.6842
89.67	3.701
95.28	3.7205
100.88	3.7428
106.49	3.7676
112.09	3.7943
117.7	3.8225
123.3	3.8513
128.91	3.8805
134.51	3.9093
140.12	3.9391
145.72	3.9688
151.33	3.9992
156.93	4.0305
162.53	4.0621
168.14	4.0944
171.95	4.0978
173.96	4.0978
175.23	4.0978
175.7	4.0978
0	4.082
3.55	4.0318
5.6	4.0169
11.21	3.9797
16.81	3.945
22.42	3.9112
28.02	3.8789
33.63	3.8476
39.23	3.8172
44.84	3.7865
50.44	3.7565
56.05	3.727
61.65	3.6988
67.26	3.6724
72.86	3.6483
78.47	3.6272
84.07	3.6086
89.68	3.5918
95.28	3.576
100.89	3.5611
106.49	3.5456
112.1	3.5292
117.7	3.5115
123.31	3.4914
128.91	3.4697
134.52	3.4545
140.12	3.4393
145.73	3.4229
151.33	3.4052
156.94	3.3835
162.54	3.3413
165.87	3.2911
168.14	3.2474
170.27	3.1972
172.03	3.147
173.51	3.097
173.75	3.0884
174.93	3.0381
175.71	2.9985
0	3.0369
0.5	3.0887
1.27	3.1389
2.32	3.1897
3.62	3.2397
5.31	3.2899
5.6	3.297
7.73	3.3475
10.37	3.3978
11.21	3.4108
14.95	3.461
16.81	3.4734
22.42	3.4914
28.02	3.5081
33.63	3.5239
39.23	3.5391
44.84	3.5553
50.44	3.5739
56.05	3.5946
61.65	3.6151
67.26	3.6356
72.86	3.6529
78.47	3.669
84.07	3.6842
89.68	3.701
95.28	3.7205
100.89	3.7428
106.49	3.7676
112.1	3.7943
117.7	3.8222
123.31	3.8513
128.91	3.8805
134.52	3.9096
140.12	3.9391
